anio_mat,entidad_id,ent_regis,municipio_id,mun_regis,tipo_div,causa,hijos,custodia,pension,edad_mdiv1,escol_div1,con_acdiv1,sexo_div1,edad_mdiv2,escol_div2,con_acdiv2,sexo_div2
2017,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,99,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2017,15,México,13,Calvillo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos y Divorciante 1,19,Preparatoria o equivalente,No trabaja,Mujer,22,Preparatoria o equivalente,Trabaja,Hombre
2017,15,México,101,Canatlán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,No trabaja,Mujer,19,No especificada,No especificada,Hombre
2017,15,México,33,La Paz,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2017,15,México,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,No especificado,31,Preparatoria o equivalente,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2017,15,México,42,Campeche,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,29,Preparatoria o equivalente,Trabaja,Hombre
2017,15,México,42,Campeche,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,15,México,104,Cuencamé,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,23,Preparatoria o equivalente,Trabaja,Hombre,19,Carrera técnica,Trabaja,Mujer
2017,15,México,58,Escobedo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,43,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2017,15,México,45,Hecelchakán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Mujer,27,No especificada,No especificada,Hombre
2017,15,México,101,Canatlán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2017,15,México,39,Loreto,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2017,15,México,13,Calvillo,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,99,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2017,15,México,24,Tijuana,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,24,Preparatoria o equivalente,No trabaja,Hombre
2017,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,99,Superior,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2017,15,México,42,Campeche,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,No trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2017,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,24,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2018,15,México,99,Milpa Alta,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2018,15,México,64,Coquimatlán,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,19,Secundaria o equivalente,No trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2018,15,México,51,Abasolo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,34,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2018,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,11,Aguascalientes,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,25,Superior,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,111,San Francisco de los Romo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,15,México,111,Abasolo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,15,México,31,Comondú,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,104,Cuencamé,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,26,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,15,México,45,Hecelchakán,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,Superior,Trabaja,Hombre,19,Superior,No trabaja,Mujer
2016,15,México,106,General Simón Bolívar,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No especificada,Mujer
2015,15,México,31,Comondú,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,31,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,15,México,87,Balleza,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,17,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,15,México,99,Milpa Alta,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2016,15,México,58,Escobedo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,99,Milpa Alta,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,58,Escobedo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,Preparatoria o equivalente,No trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,33,La Paz,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,Superior,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2015,15,México,25,Playas de Rosarito,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,15,México,33,La Paz,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,21,Secundaria o equivalente,Trabaja,Hombre,16,Secundaria o equivalente,Trabaja,Mujer
2017,15,México,106,General Simón Bolívar,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,99,Preparatoria o equivalente,No trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2015,15,México,104,Cuencamé,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2017,15,México,106,General Simón Bolívar,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,Preparatoria o equivalente,No trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2016,15,México,57,Cuatro Ciénegas,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,21,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,76,Amatenango de la Frontera,Judicial,"Separación del hogar conyugal por más de 1 año, con o sin causa justificada",1,Divorciante 1,Hijos,17,Secundaria o equivalente,Trabaja,Mujer,24,Secundaria o equivalente,Trabaja,Hombre
2015,16,Michoacán de Ocampo,53,Allende,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,21,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,"Separación del hogar conyugal por más de 1 año, con o sin causa justificada",1,Divorciante 2,Hijos y Divorciante 2,23,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,75,Amatán,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,No especificada,No especificada,Mujer,21,No especificada,No especificada,Hombre
2015,16,Michoacán de Ocampo,102,Canelas,Judicial,Voluntario unilateral,1,no se otorga,No especificado,26,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2015,16,Michoacán de Ocampo,71,Acacoyagua,Judicial,Voluntario unilateral,0,no se otorga,No especificado,20,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,23,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Mujer,19,No especificada,No especificada,Hombre
2015,16,Michoacán de Ocampo,52,Acuña,Judicial,Voluntario unilateral,0,no se otorga,No especificado,99,Preparatoria o equivalente,Trabaja,Hombre,16,Preparatoria o equivalente,Trabaja,Mujer
2015,16,Michoacán de Ocampo,53,Allende,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,19,No especificada,No especificada,Mujer,19,No especificada,No especificada,Hombre
2015,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,No especificada,No especificada,Mujer,19,No especificada,No especificada,Hombre
2015,16,Michoacán de Ocampo,112,Acámbaro,Judicial,Voluntario unilateral,0,no se otorga,No especificado,18,No especificada,No especificada,Mujer,18,No especificada,No especificada,Hombre
2015,16,Michoacán de Ocampo,53,Allende,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,16,No especificada,No especificada,Mujer,21,No especificada,No especificada,Hombre
2015,16,Michoacán de Ocampo,112,Acámbaro,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,19,No especificada,No especificada,Mujer,21,No especificada,No especificada,Hombre
2015,16,Michoacán de Ocampo,102,Canelas,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos y Divorciante 1,19,Preparatoria o equivalente,Trabaja,Mujer,32,Preparatoria o equivalente,Trabaja,Hombre
2015,16,Michoacán de Ocampo,112,Acámbaro,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,102,Canelas,Judicial,Voluntario unilateral,0,no se otorga,No especificado,17,No especificada,No especificada,Mujer,18,No especificada,No especificada,Hombre
2016,16,Michoacán de Ocampo,53,Allende,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,66,Ixtlahuacán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,107,Gómez Palacio,Judicial,Mutuo consentimiento,1,no se otorga,Divorciante 2,22,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,69,Tecomán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,Carrera técnica,Trabaja,Hombre,17,Preparatoria o equivalente,Trabaja,Mujer
2016,16,Michoacán de Ocampo,66,Ixtlahuacán,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,53,Allende,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,17,Preparatoria o equivalente,No trabaja,Mujer
2016,16,Michoacán de Ocampo,86,Bachíniva,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,18,Preparatoria o equivalente,Trabaja,Hombre
2016,16,Michoacán de Ocampo,102,Canelas,Judicial,Mutuo consentimiento,0,no se otorga,No especificado,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,82,Aldama,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2017,16,Michoacán de Ocampo,107,Gómez Palacio,Judicial,Voluntario unilateral,0,no se otorga,No especificado,99,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2017,16,Michoacán de Ocampo,53,Allende,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Preparatoria o equivalente,No trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2017,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,17,No especificada,No especificada,Mujer,17,No especificada,No especificada,Hombre
2018,16,Michoacán de Ocampo,69,Tecomán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,16,Michoacán de Ocampo,73,Acapetahua,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,Preparatoria o equivalente,No trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,16,Michoacán de Ocampo,12,Asientos,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,16,No especificada,No especificada,Hombre,16,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,81,Ahumada,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,17,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,94,Cuajimalpa de Morelos,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,25,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,112,Acámbaro,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,105,Durango,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,43,Carmen,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,23,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,15,Jesús María,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,69,Tecomán,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,21,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,106,General Simón Bolívar,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,57,Cuatro Ciénegas,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,17,No especificada,No especificada,Hombre,16,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,79,Arriaga,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2017,16,Michoacán de Ocampo,95,Gustavo A. Madero,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,99,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,110,El Llano,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,21,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,53,Allende,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,26,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,113,San Miguel de Allende,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,102,Canelas,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,52,Acuña,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,16,Michoacán de Ocampo,66,Ixtlahuacán,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,21,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2017,16,Michoacán de Ocampo,110,El Llano,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,99,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2017,16,Michoacán de Ocampo,108,Guadalupe Victoria,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2017,16,Michoacán de Ocampo,85,Ascensión,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,18,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,112,Acámbaro,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,110,El Llano,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,26,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,55,Candela,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,23,No especificada,No especificada,Hombre,17,No especificada,No especificada,Mujer
2017,16,Michoacán de Ocampo,11,Aguascalientes,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,30,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,11,Aguascalientes,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,21,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,102,Canelas,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,53,Allende,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,76,Amatenango de la Frontera,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,16,Michoacán de Ocampo,52,Acuña,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,16,Michoacán de Ocampo,24,Tijuana,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,18,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
